Date,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source
08/07/2012,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
08/08/2012,49,,Allen Park,26-163-0001,AQS
08/09/2012,40,,FIA/Lafayette,26-163-0039,AQS
08/10/2012,26,,New Haven,26-099-0009,AQS
08/11/2012,22,,Allen Park,26-163-0001,AQS
08/12/2012,29,,Allen Park,26-163-0001,AQS
08/13/2012,56,,Southwestern H.S.,26-163-0015,AQS
08/14/2012,58,,FIA/Lafayette,26-163-0039,AQS
08/15/2012,68,,FIA/Lafayette,26-163-0039,AQS
08/16/2012,63,,FIA/Lafayette,26-163-0039,AQS
08/17/2012,18,,Allen Park,26-163-0001,AQS
08/18/2012,46,,Allen Park,26-163-0001,AQS
08/19/2012,62,,Allen Park,26-163-0001,AQS
08/20/2012,32,,FIA/Lafayette,26-163-0039,AQS
08/21/2012,57,,Allen Park,26-163-0001,AQS
08/22/2012,72,,FIA/Lafayette,26-163-0039,AQS
08/23/2012,66,,FIA/Lafayette,26-163-0039,AQS
08/24/2012,71,,FIA/Lafayette,26-163-0039,AQS
08/25/2012,79,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
08/26/2012,65,,FIA/Lafayette,26-163-0039,AQS
08/27/2012,62,,Allen Park,26-163-0001,AQS
08/28/2012,50,,Allen Park,26-163-0001,AQS
08/29/2012,51,,Allen Park,26-163-0001,AQS
08/30/2012,60,,FIA/Lafayette,26-163-0039,AQS
